team,country,year,events,athletes,age,height,weight,medals,prev_medals,prev_3_medals
Cuba,CUB,2012,86,109,25.35593220338983,173.91860465116278,73.02247191011236,14,47.0,58.0
Cuba,CUB,2016,99,117,24.545454545454547,174.74825174825176,72.77622377622377,11,14.0,41.0
Cuba-1,CUB,2008,1,2,29.5,168.5,65.5,0,0.0,0.0
Cuba-2,CUB,2008,1,2,32.0,177.5,69.0,0,0.0,0.0
Cupidon III,ARG,1928,1,5,21.0,173.0,,0,0.0,0.0
Cupidon Viking,FRA,1928,1,5,39.25,,,0,0.0,0.0
Cuxhaven,TUR,1936,1,1,27.0,,,0,0.0,0.0
Cyprus,CYP,1980,17,17,22.428571428571427,173.58823529411765,69.3529411764706,0,0.0,0.0
Cyprus,CYP,1984,13,15,25.09090909090909,175.72727272727272,69.86363636363636,0,0.0,0.0
Cyprus,CYP,1988,15,12,23.473684210526315,176.35714285714286,68.64285714285714,0,0.0,0.0
Cyprus,CYP,1992,22,21,23.333333333333332,181.69230769230768,79.07692307692308,0,0.0,0.0
Cyprus,CYP,1994,1,1,23.0,,,0,0.0,0.0
Cyprus,CYP,1996,16,17,24.041666666666668,179.25,79.1,0,0.0,0.0
Cyprus,CYP,1998,1,1,26.0,,,0,0.0,0.0
Cyprus,CYP,2000,20,22,25.208333333333332,179.6086956521739,71.30434782608695,0,0.0,0.0
Cyprus,CYP,2002,2,1,24.0,178.0,72.0,0,0.0,0.0
Cyprus,CYP,2004,20,20,25.19047619047619,176.42857142857142,70.80952380952381,0,0.0,0.0
Cyprus,CYP,2006,2,1,28.0,178.0,72.0,0,0.0,0.0
Cyprus,CYP,2008,17,17,24.5,173.88235294117646,66.27777777777777,0,0.0,0.0
Cyprus,CYP,2010,4,2,20.0,168.0,65.5,0,0.0,0.0
Cyprus,CYP,2012,12,13,25.76923076923077,178.0,73.53846153846153,1,0.0,0.0
Cyprus,CYP,2014,2,1,20.0,165.0,61.0,0,1.0,0.3333333333333333
Cyprus,CYP,2016,19,15,24.476190476190474,175.8095238095238,68.23809523809524,0,0.0,0.3333333333333333
Czech Republic,CZE,1994,25,59,24.678899082568808,176.2429906542056,69.72897196261682,0,0.0,0.0
Czech Republic,CZE,1996,109,111,24.69090909090909,177.78048780487805,72.8048780487805,11,0.0,0.0
Czech Republic,CZE,1998,35,60,24.043478260869566,177.03478260869565,70.71304347826087,23,11.0,5.5
Czech Republic,CZE,2000,94,111,25.266233766233768,179.44805194805195,76.05844155844156,7,23.0,11.333333333333334
Czech Republic,CZE,2002,49,75,25.044025157232703,175.9182389937107,71.46835443037975,3,7.0,13.666666666666666
Czech Republic,CZE,2004,102,136,26.42331288343558,180.60122699386503,74.85889570552148,11,3.0,11.0
Czech Republic,CZE,2006,52,82,26.096385542168676,176.12048192771084,71.60240963855422,27,11.0,7.0
Czech Republic,CZE,2008,103,131,26.06,180.33333333333334,75.76666666666667,7,27.0,13.666666666666666
Czech Republic,CZE,2010,58,84,26.51829268292683,176.9451219512195,71.3048780487805,9,7.0,15.0
Czech Republic,CZE,2012,96,126,26.68027210884354,179.82993197278913,74.8843537414966,12,9.0,14.333333333333334
Czech Republic,CZE,2014,65,87,27.29608938547486,177.0558659217877,71.6927374301676,11,12.0,9.333333333333334
Czech Republic,CZE,2016,91,103,26.87786259541985,180.3053435114504,74.78625954198473,13,11.0,10.666666666666666
Czech Republic-1,CZE,1994,2,4,26.25,175.0,75.25,0,0.0,0.0
Czech Republic-1,CZE,1996,1,2,34.0,173.0,72.5,2,0.0,0.0
Czech Republic-1,CZE,1998,1,2,33.0,179.5,88.0,0,2.0,1.0
Czech Republic-1,CZE,2000,2,4,24.25,176.75,70.0,2,0.0,0.6666666666666666
Czech Republic-1,CZE,2002,1,2,33.5,181.5,92.0,0,2.0,1.3333333333333333
Czech Republic-1,CZE,2004,2,4,29.25,180.0,81.0,2,0.0,0.6666666666666666
Czech Republic-1,CZE,2006,1,2,33.5,183.0,98.5,0,2.0,1.3333333333333333
Czech Republic-1,CZE,2008,2,4,22.5,185.25,76.0,0,0.0,0.6666666666666666
Czech Republic-1,CZE,2010,1,4,31.75,187.25,99.75,0,0.0,0.6666666666666666
Czech Republic-1,CZE,2012,3,6,27.333333333333332,175.66666666666666,69.5,2,0.0,0.0
Czech Republic-1,CZE,2016,1,2,29.5,170.5,62.5,2,2.0,0.6666666666666666
Czech Republic-2,CZE,1994,2,4,23.0,178.0,77.75,0,0.0,0.0
Czech Republic-2,CZE,1996,1,2,29.0,177.0,72.5,0,0.0,0.0
Czech Republic-2,CZE,1998,1,2,29.5,181.5,92.0,0,0.0,0.0
Czech Republic-2,CZE,2000,2,4,25.0,175.0,69.5,0,0.0,0.0
Czech Republic-2,CZE,2002,1,2,29.5,183.0,98.5,0,0.0,0.0
Czech Republic-2,CZE,2004,2,4,25.5,180.0,77.0,0,0.0,0.0
Czech Republic-2,CZE,2006,1,2,34.0,183.0,98.5,0,0.0,0.0
Czech Republic-2,CZE,2008,2,4,29.5,181.0,75.25,0,0.0,0.0
Czech Republic-2,CZE,2010,1,4,30.25,181.5,91.5,0,0.0,0.0
Czech Republic-2,CZE,2012,3,6,29.333333333333332,176.0,69.16666666666667,0,0.0,0.0
Czech Republic-2,CZE,2016,1,2,30.0,176.0,66.0,0,0.0,0.0
Czechoslovakia,TCH,1920,53,118,29.207920792079207,171.45454545454547,70.0,10,0.0,0.0
Czechoslovakia,TCH,1924,81,159,28.069148936170212,174.28571428571428,72.0,10,10.0,10.0
Czechoslovakia,TCH,1928,58,94,26.87837837837838,176.5,75.14285714285714,17,10.0,10.0
Czechoslovakia,TCH,1932,20,31,36.28333333333333,178.52,87.5,6,17.0,12.333333333333334
Czechoslovakia,TCH,1936,115,224,28.162079510703364,179.53333333333333,79.56451612903226,18,6.0,11.0
Czechoslovakia,TCH,1948,78,134,28.034146341463416,178.46666666666667,77.84615384615384,37,18.0,13.666666666666666
Czechoslovakia,TCH,1952,75,121,24.012244897959185,171.86885245901638,69.88524590163935,25,37.0,20.333333333333332
Czechoslovakia,TCH,1956,72,104,25.41552511415525,171.18309859154928,69.53472222222223,7,25.0,26.666666666666668
Czechoslovakia,TCH,1960,81,137,25.553571428571427,171.9908256880734,70.28110599078342,23,7.0,23.0
Czechoslovakia,TCH,1964,87,146,24.637096774193548,173.09565217391304,71.43722943722943,71,23.0,18.333333333333332
Czechoslovakia,TCH,1968,85,165,23.796992481203006,173.2509505703422,70.18631178707224,50,71.0,33.666666666666664
Czechoslovakia,TCH,1972,106,216,24.6048632218845,175.48632218844986,72.79331306990882,49,50.0,48.0
Czechoslovakia,TCH,1976,106,220,23.964809384164223,175.4954954954955,72.16216216216216,34,49.0,56.666666666666664
Czechoslovakia,TCH,1980,137,250,24.020460358056265,174.4832904884319,70.36246786632391,52,34.0,44.333333333333336
Czechoslovakia,TCH,1984,22,50,24.265822784810126,173.68354430379748,68.9873417721519,28,52.0,45.0
Czechoslovakia,TCH,1988,133,222,23.504347826086956,176.61774744027304,72.17747440273038,16,28.0,38.0
Czechoslovakia,TCH,1992,163,274,24.11302211302211,178.12865497076024,73.35860058309038,33,16.0,32.0
Czechoslovakia-1,TCH,1920,1,2,,,,0,0.0,0.0
Czechoslovakia-1,TCH,1924,1,2,28.0,,,0,0.0,0.0
Czechoslovakia-1,TCH,1936,2,4,27.666666666666668,,,0,0.0,0.0
Czechoslovakia-1,TCH,1964,2,4,22.0,173.66666666666666,75.33333333333333,0,0.0,0.0
Czechoslovakia-1,TCH,1968,2,4,25.25,171.25,70.75,0,0.0,0.0
Czechoslovakia-1,TCH,1972,1,2,26.5,171.5,72.0,0,0.0,0.0
Czechoslovakia-1,TCH,1992,2,4,29.25,178.75,81.25,2,0.0,0.0
Czechoslovakia-2,TCH,1924,1,2,28.0,,,0,0.0,0.0
Czechoslovakia-2,TCH,1936,2,4,,,,0,0.0,0.0
Czechoslovakia-2,TCH,1964,2,4,23.5,176.33333333333334,79.33333333333333,0,0.0,0.0
Czechoslovakia-2,TCH,1968,2,4,20.75,170.5,65.25,0,0.0,0.0
Czechoslovakia-2,TCH,1972,1,2,32.0,166.0,61.0,0,0.0,0.0
Czechoslovakia-2,TCH,1992,2,4,25.25,177.0,72.5,0,0.0,0.0
Czechoslovakia-3,TCH,1920,1,2,31.5,,,0,0.0,0.0
Czechoslovakia-3,TCH,1972,1,2,29.5,168.0,71.5,0,0.0,0.0
Czechoslovakia-3,TCH,1992,1,2,26.5,183.0,74.0,0,0.0,0.0
Daisy,NED,1960,1,3,38.666666666666664,182.0,81.66666666666667,0,0.0,0.0
Daisy,NED,1964,1,2,30.0,183.0,82.5,0,0.0,0.0
Damoiselle,FRA,1952,1,3,39.333333333333336,,,0,0.0,0.0
Damoiselle IV,MON,1960,1,3,31.333333333333332,169.33333333333334,66.33333333333333,0,0.0,0.0
Danaldo,JPN,1960,1,2,29.5,170.0,72.0,0,0.0,0.0
Dansk Idrts Forbund,DEN,1906,3,6,27.454545454545453,,,0,0.0,0.0
Danuta,POL,1936,1,5,26.0,173.33333333333334,63.0,0,0.0,0.0
Danzig,BEL,1936,1,1,29.0,,,0,0.0,0.0
"Davenport Turngemeinde, Davenport",USA,1904,1,6,23.0,,,0,0.0,0.0
DeRuyter,NED,1936,1,5,30.4,184.0,,0,0.0,0.0
DeRuyter,NED,1952,1,3,34.666666666666664,,,0,0.0,0.0
Demi-Mondaine-15,FRA,1900,1,1,,,,0,0.0,0.0
Demi-Mondaine-17,FRA,1900,1,1,,,,0,0.0,0.0
Denmark,DEN,1896,12,3,25.933333333333334,,,6,0.0,0.0
Denmark,DEN,1900,13,11,30.90909090909091,,,6,6.0,6.0
Denmark,DEN,1906,21,43,24.38888888888889,,,34,6.0,6.0
Denmark,DEN,1908,27,78,25.5,168.33333333333334,75.75,17,34.0,15.333333333333334
Denmark,DEN,1912,42,135,27.256038647342994,171.4,68.5,74,17.0,19.0
Denmark,DEN,1920,66,154,28.827868852459016,170.0,,71,74.0,41.666666666666664
Denmark,DEN,1924,58,86,29.887417218543046,172.15384615384616,,11,71.0,54.0
Denmark,DEN,1928,54,87,29.076271186440678,169.63636363636363,60.0,11,11.0,52.0
Denmark,DEN,1932,34,43,38.319148936170215,168.61363636363637,51.0,11,11.0,31.0
Denmark,DEN,1936,69,114,25.397590361445783,168.0,51.0,6,11.0,11.0
Denmark,DEN,1948,83,156,28.55060728744939,172.0625,70.14285714285714,48,6.0,9.333333333333334
Denmark,DEN,1952,72,124,28.112244897959183,179.25,74.63636363636364,9,48.0,21.666666666666668
Denmark,DEN,1956,28,34,30.4375,180.07142857142858,75.42857142857143,3,9.0,21.0
Denmark,DEN,1960,46,93,25.10576923076923,175.83,70.52,18,3.0,20.0
Denmark,DEN,1964,42,54,23.13235294117647,177.41176470588235,72.26470588235294,9,18.0,10.0
Denmark,DEN,1968,57,67,26.272727272727273,176.54545454545453,71.0909090909091,17,9.0,10.0
Denmark,DEN,1972,73,126,26.348387096774193,180.61290322580646,75.03973509933775,1,17.0,14.666666666666666
Denmark,DEN,1976,40,66,26.814814814814813,177.4814814814815,71.8875,8,1.0,9.0
Denmark,DEN,1980,30,58,26.616666666666667,181.86666666666667,78.68333333333334,8,8.0,8.666666666666666
Denmark,DEN,1984,33,60,25.10810810810811,182.54054054054055,77.95945945945945,13,8.0,5.666666666666667
Denmark,DEN,1988,74,79,23.83969465648855,181.2923076923077,73.73846153846154,7,13.0,9.666666666666666
Denmark,DEN,1992,75,108,24.825503355704697,181.78313253012047,74.5764705882353,14,7.0,9.333333333333334
Denmark,DEN,1994,6,4,24.333333333333332,183.11111111111111,75.55555555555556,0,14.0,11.333333333333334
Denmark,DEN,1996,66,112,25.81203007518797,179.62820512820514,71.96052631578948,23,0.0,7.0
Denmark,DEN,1998,14,12,26.57894736842105,175.75,68.91666666666667,5,23.0,12.333333333333334
Denmark,DEN,2000,55,89,27.901785714285715,180.03571428571428,73.42857142857143,25,5.0,9.333333333333334
Denmark,DEN,2002,3,11,35.18181818181818,173.1818181818182,74.63636363636364,0,25.0,17.666666666666668
Denmark,DEN,2004,56,84,27.21359223300971,178.80582524271844,71.09708737864078,27,0.0,10.0
Denmark,DEN,2006,1,4,28.75,170.0,65.75,0,27.0,17.333333333333332
Denmark,DEN,2008,60,80,25.940594059405942,182.97029702970298,77.65346534653466,16,0.0,9.0
Denmark,DEN,2010,16,17,30.347826086956523,175.7391304347826,73.1304347826087,0,16.0,14.333333333333334
Denmark,DEN,2012,68,112,26.8,180.46206896551723,74.98611111111111,14,0.0,5.333333333333333
Denmark,DEN,2014,9,10,28.066666666666666,183.64285714285714,81.5,0,14.0,10.0
Denmark,DEN,2016,67,119,26.3986013986014,180.94405594405595,74.7062937062937,41,0.0,4.666666666666667
Denmark-1,DEN,1912,1,2,24.5,,,0,0.0,0.0
Denmark-1,DEN,1924,1,2,27.0,,,0,0.0,0.0
Denmark-1,DEN,1992,2,4,24.25,178.33333333333334,78.5,0,0.0,0.0
Denmark-1,DEN,1996,3,5,25.333333333333332,182.0,73.6,0,0.0,0.0
Denmark-1,DEN,2000,3,5,27.5,177.0,70.66666666666667,0,0.0,0.0
Denmark-1,DEN,2004,3,5,27.0,178.83333333333334,70.16666666666667,0,0.0,0.0
Denmark-1,DEN,2008,1,2,31.0,186.0,77.0,0,0.0,0.0
Denmark-1,DEN,2012,1,2,29.5,183.0,73.0,2,0.0,0.0
Denmark-2,DEN,1912,1,2,31.0,,,0,0.0,0.0
Denmark-2,DEN,1924,1,2,27.0,,,0,0.0,0.0
Denmark-2,DEN,1992,2,4,25.0,180.5,74.5,0,0.0,0.0
Denmark-2,DEN,1996,3,6,25.666666666666668,179.4,70.2,0,0.0,0.0
Denmark-2,DEN,2000,3,5,25.833333333333332,177.33333333333334,70.83333333333333,0,0.0,0.0
Denmark-2,DEN,2004,3,5,30.333333333333332,180.5,72.16666666666667,2,0.0,0.0
Denmark-2,DEN,2008,1,2,36.5,188.5,80.5,0,2.0,0.6666666666666666
Denmark-2,DEN,2012,1,2,31.0,182.5,74.0,0,0.0,0.6666666666666666
Denmark-3,DEN,1912,1,2,23.0,,,0,0.0,0.0
Denmark-4,DEN,1912,1,2,27.5,,,0,0.0,0.0
Denmark/Sweden,DEN,1900,1,3,35.0,,,3,0.0,0.0
Denmark/Sweden,SWE,1900,1,3,26.666666666666668,,,3,3.0,3.0
Deutscher Schwimm Verband Berlin,GER,1900,1,4,19.5,,,4,0.0,0.0
Devon and Somerset Wanderers,GBR,1900,1,12,25.363636363636363,,,12,0.0,0.0
Diablo,AUS,1964,1,2,29.5,180.5,73.5,0,0.0,0.0
Diabolo St Maurice,FRA,2008,1,1,51.0,182.0,92.0,0,0.0,0.0
Dick-8,FRA,1900,1,1,,,,0,0.0,0.0
Digby,DEN,2008,1,1,33.0,176.0,85.0,1,0.0,0.0
Dinah V,GER,1960,1,3,33.333333333333336,174.0,70.66666666666667,0,0.0,0.0
Djibouti,DJI,1984,1,3,26.0,175.66666666666666,58.666666666666664,0,0.0,0.0
Djibouti,DJI,1988,5,6,24.166666666666668,170.66666666666666,53.833333333333336,1,0.0,0.0
Djibouti,DJI,1992,7,8,25.857142857142858,174.66666666666666,58.166666666666664,0,1.0,0.5
Djibouti,DJI,1996,4,5,32.4,174.25,60.25,0,0.0,0.3333333333333333
Djibouti,DJI,2000,2,2,25.0,164.0,55.0,0,0.0,0.3333333333333333
Djibouti,DJI,2008,2,2,19.5,,,0,0.0,0.0
Djibouti,DJI,2012,4,4,19.5,173.5,61.5,0,0.0,0.0
Djibouti,DJI,2016,7,7,21.875,175.625,61.75,0,0.0,0.0
Djinn,ARG,1948,1,5,41.2,158.0,54.0,5,0.0,0.0
Djinn,ARG,1952,1,5,48.4,,,0,5.0,5.0
Dolfijn,BEL,1948,1,6,38.0,,,0,0.0,0.0
Dominica,DMA,1996,6,6,27.333333333333332,171.6,64.8,0,0.0,0.0
Dominica,DMA,2000,4,4,22.25,176.75,66.25,0,0.0,0.0
Dominica,DMA,2004,2,2,22.0,171.5,63.5,0,0.0,0.0
Dominica,DMA,2008,2,2,25.0,175.5,73.0,0,0.0,0.0
Dominica,DMA,2012,2,2,21.5,174.0,61.5,0,0.0,0.0
Dominica,DMA,2014,1,1,47.0,183.0,82.0,0,0.0,0.0
Dominica,DMA,2016,2,2,25.0,179.0,74.0,0,0.0,0.0
Dominican Republic,DOM,1964,1,1,30.0,173.0,67.0,0,0.0,0.0
Dominican Republic,DOM,1968,16,18,26.125,167.83333333333334,68.83333333333333,0,0.0,0.0
Dominican Republic,DOM,1972,4,5,29.4,165.8,78.8,0,0.0,0.0
Dominican Republic,DOM,1976,10,10,20.818181818181817,166.9090909090909,56.72727272727273,0,0.0,0.0
Dominican Republic,DOM,1980,7,6,21.833333333333332,173.8,69.71428571428571,0,0.0,0.0
Dominican Republic,DOM,1984,20,19,23.818181818181817,172.71428571428572,70.71428571428571,1,0.0,0.0
Dominican Republic,DOM,1988,15,16,24.833333333333332,170.85714285714286,74.72727272727273,0,1.0,0.3333333333333333
Dominican Republic,DOM,1992,13,32,22.806451612903224,159.33333333333334,58.75,0,0.0,0.3333333333333333
Dominican Republic,DOM,1996,16,16,23.5,173.54545454545453,64.76923076923077,0,0.0,0.3333333333333333
Dominican Republic,DOM,2000,13,13,23.0,178.41666666666666,80.65384615384616,0,0.0,0.0
Dominican Republic,DOM,2004,22,33,24.424242424242426,177.75757575757575,70.10606060606061,1,0.0,0.0
Dominican Republic,DOM,2008,21,24,25.40740740740741,167.2962962962963,66.33333333333333,2,1.0,0.3333333333333333
Dominican Republic,DOM,2012,21,33,24.5,174.55555555555554,64.21212121212122,2,2.0,1.0
Dominican Republic,DOM,2016,22,26,25.666666666666668,172.5,63.8,1,2.0,1.6666666666666667
Don Schufro,DEN,2008,1,1,30.0,183.0,67.0,1,0.0,0.0
Donar III,AUT,1948,1,3,33.0,,,0,0.0,0.0
Dormy-1,GBR,1908,1,3,38.0,,,3,0.0,0.0
Dow Jones,JPN,2008,1,1,58.0,160.0,53.0,0,0.0,0.0
Dresden,CAN,1936,1,1,36.0,,,0,0.0,0.0
Druzhba,URS,1956,1,3,31.666666666666668,175.66666666666666,79.0,0,0.0,0.0
Druzhba,URS,1964,1,3,35.0,177.66666666666666,83.66666666666667,0,0.0,0.0
Ducky-16,FRA,1900,1,1,,,,0,0.0,0.0
Ducky-4,FRA,1900,1,1,,,,0,0.0,0.0
Dylan-2,GBR,1908,1,2,33.5,181.0,77.0,0,0.0,0.0
EA II,FRA,1936,1,6,41.166666666666664,,,0,0.0,0.0
East Germany,GDR,1968,147,277,24.54373522458629,174.59241706161137,69.77804878048781,56,0.0,0.0
East Germany,GDR,1972,180,327,23.36738703339882,174.91552062868368,69.4950884086444,163,56.0,56.0
East Germany,GDR,1976,163,309,22.085062240663902,173.96473029045643,69.17219917012449,215,163.0,109.5
East Germany,GDR,1980,192,384,22.580071174377224,176.44058500914076,71.04387568555758,287,215.0,144.66666666666666
East Germany,GDR,1984,27,38,22.156626506024097,176.21686746987953,68.74698795180723,19,287.0,221.66666666666666
East Germany,GDR,1988,186,297,23.109504132231404,176.96666666666667,70.86145833333333,201,19.0,173.66666666666666
East Germany-1,GDR,1968,2,4,25.0,172.75,66.75,2,0.0,0.0
East Germany-1,GDR,1972,3,6,21.833333333333332,172.33333333333334,68.83333333333333,6,2.0,2.0
East Germany-1,GDR,1976,4,10,25.4,181.9,82.4,8,6.0,4.0
East Germany-1,GDR,1980,4,8,26.5,183.75,87.25,10,8.0,5.333333333333333
East Germany-1,GDR,1984,4,10,25.8,180.5,82.0,8,10.0,8.0
East Germany-1,GDR,1988,3,6,28.625,182.875,86.25,8,8.0,8.666666666666666
East Germany-2,GDR,1968,2,4,23.0,172.5,66.75,0,0.0,0.0
East Germany-2,GDR,1972,3,6,23.0,173.16666666666666,70.33333333333333,2,0.0,0.0
East Germany-2,GDR,1976,4,10,25.1,180.0,80.7,4,2.0,1.0
East Germany-2,GDR,1980,4,10,24.2,178.11111111111111,78.77777777777777,6,4.0,2.0
East Germany-2,GDR,1984,4,10,25.6,177.4,77.8,6,6.0,4.0
East Germany-2,GDR,1988,3,8,25.875,180.5,86.5,4,6.0,5.333333333333333
East Germany-3,GDR,1972,1,2,21.5,175.5,71.0,0,0.0,0.0
East Germany-3,GDR,1976,1,2,17.5,176.0,61.5,0,0.0,0.0
East Germany-3,GDR,1984,1,2,17.0,165.5,59.5,0,0.0,0.0
Ecuador,ECU,1924,4,3,21.0,,,0,0.0,0.0
Ecuador,ECU,1968,21,15,21.73170731707317,170.53658536585365,66.58536585365853,0,0.0,0.0
Ecuador,ECU,1972,4,2,18.5,176.5,60.75,0,0.0,0.0
Ecuador,ECU,1976,8,5,21.375,176.28571428571428,72.71428571428571,0,0.0,0.0
Ecuador,ECU,1980,13,12,19.846153846153847,174.15384615384616,68.07692307692308,0,0.0,0.0
Ecuador,ECU,1984,14,11,28.133333333333333,172.06666666666666,71.86666666666666,0,0.0,0.0
Ecuador,ECU,1988,15,13,26.066666666666666,170.0,64.93333333333334,0,0.0,0.0
Ecuador,ECU,1992,15,13,26.0,162.63636363636363,57.9,0,0.0,0.0
Ecuador,ECU,1996,18,19,24.142857142857142,176.04545454545453,72.0909090909091,1,0.0,0.0
Ecuador,ECU,2000,11,10,27.727272727272727,171.36363636363637,73.27272727272727,0,1.0,0.3333333333333333
Ecuador,ECU,2004,15,16,27.944444444444443,170.05555555555554,65.88888888888889,0,0.0,0.3333333333333333
Ecuador,ECU,2008,23,25,26.153846153846153,170.3846153846154,66.61538461538461,1,0.0,0.3333333333333333
Ecuador,ECU,2012,34,36,24.97222222222222,171.22222222222223,66.33333333333333,0,1.0,0.3333333333333333
Ecuador,ECU,2016,29,37,27.525,169.925,65.17948717948718,0,0.0,0.3333333333333333
Edelweiss II-1,BEL,1920,1,3,35.333333333333336,,,3,0.0,0.0
Egypt,EGY,1906,5,2,,,,0,0.0,0.0
Egypt,EGY,1920,11,18,27.75,,74.0,0,0.0,0.0
Egypt,EGY,1924,12,24,25.285714285714285,,74.0,0,0.0,0.0
Egypt,EGY,1928,14,32,25.846153846153847,172.0,86.5,4,0.0,0.0
Egypt,EGY,1936,30,53,24.076923076923077,171.33333333333334,73.27272727272727,5,4.0,1.3333333333333333
Egypt,EGY,1948,53,85,26.267605633802816,,71.25,5,5.0,3.0
Egypt,EGY,1952,65,106,25.593939393939394,,70.91666666666667,1,5.0,4.666666666666667
Egypt,EGY,1956,2,3,30.5,,,0,1.0,3.6666666666666665
Egypt,EGY,1964,35,73,25.373493975903614,178.8,75.85,0,0.0,2.0
Egypt,EGY,1968,18,30,25.823529411764707,175.7826086956522,74.375,0,0.0,0.3333333333333333
Egypt,EGY,1972,16,23,23.46153846153846,175.34615384615384,71.42307692307692,0,0.0,0.0
Egypt,EGY,1976,7,26,24.692307692307693,183.19230769230768,74.15384615384616,0,0.0,0.0
Egypt,EGY,1984,77,114,24.075862068965517,178.36290322580646,77.58984375,1,0.0,0.0
Egypt,EGY,1988,36,49,23.661016949152543,181.79310344827587,81.6864406779661,0,1.0,0.3333333333333333
Egypt,EGY,1992,32,75,23.759036144578314,178.72413793103448,80.421875,0,0.0,0.3333333333333333
Egypt,EGY,1996,17,29,24.78787878787879,186.5,88.56521739130434,0,0.0,0.3333333333333333
Egypt,EGY,2000,64,89,24.66990291262136,180.77227722772278,79.66336633663366,0,0.0,0.0
Egypt,EGY,2004,48,96,25.01923076923077,178.96153846153845,78.89423076923077,5,0.0,0.0
Egypt,EGY,2008,68,100,24.913793103448278,178.10714285714286,76.29069767441861,1,5.0,1.6666666666666667
Egypt,EGY,2012,87,109,24.083333333333332,173.35114503816794,70.86923076923077,2,1.0,2.0
Egypt,EGY,2016,87,121,24.532846715328468,176.84328358208955,75.03731343283582,3,2.0,2.6666666666666665
Eissero VI,FRA,1952,1,2,40.5,,,0,0.0,0.0
El Salvador,ESA,1932,1,1,32.0,,,0,0.0,0.0
El Salvador,ESA,1968,48,60,21.875,170.13953488372093,61.627906976744185,0,0.0,0.0
El Salvador,ESA,1972,12,11,30.8,172.875,71.0,0,0.0,0.0
El Salvador,ESA,1984,15,10,21.933333333333334,170.64285714285714,67.14285714285714,0,0.0,0.0
El Salvador,ESA,1988,7,6,23.714285714285715,166.28571428571428,61.285714285714285,0,0.0,0.0
El Salvador,ESA,1992,6,4,19.833333333333332,181.5,86.0,0,0.0,0.0
El Salvador,ESA,1996,10,8,24.7,171.33333333333334,62.714285714285715,0,0.0,0.0
El Salvador,ESA,2000,10,8,24.5,170.1,64.3,0,0.0,0.0
El Salvador,ESA,2004,9,7,23.666666666666668,164.55555555555554,60.44444444444444,0,0.0,0.0
El Salvador,ESA,2008,14,11,25.214285714285715,166.28571428571428,61.357142857142854,0,0.0,0.0
El Salvador,ESA,2012,11,10,23.272727272727273,169.27272727272728,65.0909090909091,0,0.0,0.0
El Salvador,ESA,2016,10,8,22.5,167.16666666666666,64.16666666666667,0,0.0,0.0
Eleda,NOR,1920,1,7,27.857142857142858,,,7,0.0,0.0
Elisabeth V,NOR,1924,1,3,28.666666666666668,,,3,0.0,0.0
Elisabeth X,NOR,1952,1,5,29.6,180.5,75.0,5,0.0,0.0
Elsie,SWE,1920,1,4,31.0,,,4,0.0,0.0
Elvis Va,GER,2008,1,1,43.0,166.0,51.0,1,0.0,0.0
Emily,GBR,1924,1,5,32.2,,,5,0.0,0.0
Encore,NOR,1952,1,3,32.333333333333336,,,3,0.0,0.0
England,GBR,1912,1,12,27.272727272727273,,76.0,1,0.0,0.0
England-1,GBR,1908,1,11,25.181818181818183,193.0,89.0,11,0.0,0.0
England-1,GBR,1912,1,12,27.272727272727273,,76.0,12,11.0,11.0
Enotria,ITA,1948,1,2,35.0,,,0,0.0,0.0
Equatorial Guinea,GEQ,1984,5,4,19.2,174.2,71.6,0,0.0,0.0
Equatorial Guinea,GEQ,1988,7,6,22.285714285714285,170.5,68.5,0,0.0,0.0
Equatorial Guinea,GEQ,1992,8,7,21.375,176.0,77.0,0,0.0,0.0
Equatorial Guinea,GEQ,1996,5,5,25.25,170.0,67.66666666666667,0,0.0,0.0
Equatorial Guinea,GEQ,2000,4,4,21.5,164.33333333333334,56.666666666666664,0,0.0,0.0
Equatorial Guinea,GEQ,2004,2,2,20.5,171.5,65.5,0,0.0,0.0
Equatorial Guinea,GEQ,2008,3,3,28.666666666666668,162.5,73.33333333333333,0,0.0,0.0
Equatorial Guinea,GEQ,2012,2,2,26.0,173.0,65.5,0,0.0,0.0
Equatorial Guinea,GEQ,2016,1,1,27.0,170.0,63.0,0,0.0,0.0
Eritrea,ERI,2000,3,3,21.666666666666668,167.66666666666666,53.0,0,0.0,0.0
Eritrea,ERI,2004,3,4,23.2,162.6,51.8,1,0.0,0.0
Eritrea,ERI,2008,6,10,25.0,168.27272727272728,54.81818181818182,0,1.0,0.5
Eritrea,ERI,2012,7,12,24.166666666666668,174.08333333333334,59.583333333333336,0,0.0,0.3333333333333333
Eritrea,ERI,2016,6,12,26.25,172.0,56.333333333333336,0,0.0,0.3333333333333333
Erna Signe,SWE,1912,1,10,28.8,,,10,0.0,0.0
Escapade,BRA,1952,1,3,25.0,180.0,,0,0.0,0.0
Espadarte,POR,1952,1,2,36.0,,,2,0.0,0.0
Espardate,POR,1948,1,2,32.5,170.0,68.0,0,0.0,0.0
Esperia,ITA,1936,1,5,29.4,,,0,0.0,0.0
Espuma del Mar,VEN,1960,1,2,33.0,174.5,67.0,0,0.0,0.0
Espuma del Mar,VEN,1964,1,2,45.5,178.0,76.0,0,0.0,0.0
Essen,JPN,1936,1,1,21.0,,,0,0.0,0.0
Esterel-1,FRA,1900,1,2,44.0,,,2,0.0,0.0
