team,country,year,events,athletes,age,height,weight,medals,prev_medals,prev_3_medals
30. Februar,AUT,1952,1,2,33.5,171.5,70.0,0,0.0,0.0
A North American Team,MEX,1900,1,3,41.333333333333336,,,3,0.0,0.0
A North American Team,USA,1900,1,1,,,,1,3.0,3.0
Acipactli,MEX,1964,1,3,47.333333333333336,174.66666666666666,75.33333333333333,0,0.0,0.0
Acturus,ARG,1948,1,2,27.0,,,0,0.0,0.0
Afghanistan,AFG,1936,4,15,24.266666666666666,,,0,0.0,0.0
Afghanistan,AFG,1948,2,25,,,,0,0.0,0.0
Afghanistan,AFG,1956,1,12,,,,0,0.0,0.0
Afghanistan,AFG,1960,13,12,23.3125,170.6875,69.4375,0,0.0,0.0
Afghanistan,AFG,1964,8,8,22.0,161.0,64.25,0,0.0,0.0
Afghanistan,AFG,1968,5,5,23.2,170.2,70.0,0,0.0,0.0
Afghanistan,AFG,1972,8,8,29.0,168.33333333333334,63.75,0,0.0,0.0
Afghanistan,AFG,1980,11,11,23.636363636363637,168.36363636363637,63.18181818181818,0,0.0,0.0
Afghanistan,AFG,1988,5,5,,,,0,0.0,0.0
Afghanistan,AFG,1996,2,2,23.5,,,0,0.0,0.0
Afghanistan,AFG,2004,5,5,18.6,170.75,64.75,0,0.0,0.0
Afghanistan,AFG,2008,4,4,22.5,179.25,62.75,1,0.0,0.0
Afghanistan,AFG,2012,6,6,24.833333333333332,171.66666666666666,60.833333333333336,1,1.0,0.3333333333333333
Afghanistan,AFG,2016,3,3,24.666666666666668,173.66666666666666,74.0,0,1.0,0.6666666666666666
Akatonbo,IRL,1964,1,3,40.333333333333336,182.0,80.0,0,0.0,0.0
Alain IV,SUI,1964,1,3,48.0,176.0,89.33333333333333,0,0.0,0.0
Albania,ALB,1972,3,5,26.8,,59.0,0,0.0,0.0
Albania,ALB,1992,8,7,25.333333333333332,163.0,75.25,0,0.0,0.0
Albania,ALB,1996,7,7,26.77777777777778,169.0,67.5,0,0.0,0.0
Albania,ALB,2000,5,4,31.2,167.8,62.9,0,0.0,0.0
Albania,ALB,2004,7,7,20.857142857142858,172.28571428571428,70.71428571428571,0,0.0,0.0
Albania,ALB,2006,3,1,19.0,180.0,74.0,0,0.0,0.0
Albania,ALB,2008,12,11,27.25,173.41666666666666,74.75,0,0.0,0.0
Albania,ALB,2010,2,1,23.0,180.0,74.0,0,0.0,0.0
Albania,ALB,2012,9,9,25.7,176.8,80.2,0,0.0,0.0
Albania,ALB,2014,2,1,20.0,163.0,56.0,0,0.0,0.0
Albania,ALB,2016,6,6,23.666666666666668,176.16666666666666,67.16666666666667,0,0.0,0.0
Alcaid,POR,1952,1,3,30.0,,,0,0.0,0.0
Alcyon-6,FRA,1900,1,1,,,,0,0.0,0.0
Alcyon-7,FRA,1900,1,1,,,,0,0.0,0.0
Aldebaran,ITA,1964,1,2,32.5,174.5,78.5,0,0.0,0.0
Aldebaran II,ITA,1960,1,2,37.5,177.5,80.0,0,0.0,0.0
Aletta,IRL,1960,1,3,32.333333333333336,176.33333333333334,71.0,0,0.0,0.0
Algeria,ALG,1964,7,1,26.0,175.0,65.0,0,0.0,0.0
Algeria,ALG,1968,9,3,25.77777777777778,169.77777777777777,61.22222222222222,0,0.0,0.0
Algeria,ALG,1972,5,5,22.714285714285715,173.16666666666666,63.5,0,0.0,0.0
Algeria,ALG,1980,28,54,23.372881355932204,175.45,69.16666666666667,0,0.0,0.0
Algeria,ALG,1984,17,33,24.258064516129032,176.8095238095238,73.31818181818181,2,0.0,0.0
Algeria,ALG,1988,29,42,24.622222222222224,176.16666666666666,72.83333333333333,0,2.0,0.6666666666666666
Algeria,ALG,1992,32,39,23.022727272727273,170.42857142857142,63.04545454545455,2,0.0,0.6666666666666666
Algeria,ALG,1996,29,45,24.19148936170213,176.0,70.21875,3,2.0,1.3333333333333333
Algeria,ALG,2000,42,47,24.901960784313726,174.31372549019608,67.94117647058823,5,3.0,1.6666666666666667
Algeria,ALG,2004,57,61,25.08450704225352,173.6231884057971,67.59420289855072,0,5.0,3.3333333333333335
Algeria,ALG,2006,3,2,24.333333333333332,171.33333333333334,62.666666666666664,0,0.0,2.6666666666666665
Algeria,ALG,2008,44,56,25.210526315789473,176.98214285714286,70.82142857142857,2,0.0,1.6666666666666667
Algeria,ALG,2010,1,1,17.0,170.0,65.0,0,2.0,0.6666666666666666
Algeria,ALG,2012,29,38,24.846153846153847,174.26315789473685,66.85714285714286,1,0.0,0.6666666666666666
Algeria,ALG,2016,48,64,23.95945945945946,174.02702702702703,68.37837837837837,2,1.0,1.0
Ali-Baba II,SUI,1948,1,2,34.0,162.0,67.0,0,0.0,0.0
Ali-Baba II,SWE,1948,1,5,40.0,,,5,0.0,0.0
Ali-Baba IV,SUI,1952,1,2,38.0,162.0,67.0,0,0.0,0.0
Ali-Baba IX,SUI,1964,1,2,45.5,175.0,82.5,0,0.0,0.0
Ali-Baba VI,SUI,1960,1,2,41.0,175.0,82.5,0,0.0,0.0
Allegro,FRA,1948,1,3,34.0,,,0,0.0,0.0
Almaz,URS,1964,1,2,25.5,175.5,73.0,0,0.0,0.0
Aloha II,SWE,1924,1,3,27.333333333333332,,,0,0.0,0.0
Aloha II,FRA,1948,1,2,39.0,156.0,56.0,0,0.0,0.0
Amateur Athletic Association,AUS,1900,1,1,23.0,178.0,71.0,1,0.0,0.0
Amateur Athletic Association,GBR,1900,1,4,25.0,175.0,70.0,4,1.0,1.0
American Samoa,ASA,1988,6,6,27.0,179.5,97.25,0,0.0,0.0
American Samoa,ASA,1992,3,3,25.666666666666668,,89.5,0,0.0,0.0
American Samoa,ASA,1994,1,2,35.5,178.0,84.0,0,0.0,0.0
American Samoa,ASA,1996,6,7,30.857142857142858,168.0,91.25,0,0.0,0.0
American Samoa,ASA,2000,4,4,27.0,179.75,103.0,0,0.0,0.0
American Samoa,ASA,2004,3,3,30.0,172.0,91.66666666666667,0,0.0,0.0
American Samoa,ASA,2008,4,4,23.5,170.0,59.0,0,0.0,0.0
American Samoa,ASA,2012,4,4,22.0,171.0,79.75,0,0.0,0.0
American Samoa,ASA,2016,4,4,25.25,176.75,75.25,0,0.0,0.0
Amolgavar,ESP,1924,1,3,27.333333333333332,,,0,0.0,0.0
Amstel Amsterdam,NED,1908,1,4,22.0,,82.5,4,0.0,0.0
Amulet-3,FRA,1900,1,2,32.5,,,0,0.0,0.0
Amulet-7,FRA,1900,1,2,32.5,,,0,0.0,0.0
Ancora,GBR,1920,1,4,33.333333333333336,,,4,0.0,0.0
Andorinha,BRA,1948,1,2,32.0,,,0,0.0,0.0
Andorra,AND,1976,5,8,20.642857142857142,174.66666666666666,78.0,0,0.0,0.0
Andorra,AND,1980,4,5,20.90909090909091,176.6,85.2,0,0.0,0.0
Andorra,AND,1984,4,4,22.25,177.5,76.125,0,0.0,0.0
Andorra,AND,1988,9,7,18.692307692307693,171.71428571428572,67.28571428571429,0,0.0,0.0
Andorra,AND,1992,11,13,20.454545454545453,169.8235294117647,66.58823529411765,0,0.0,0.0
Andorra,AND,1994,7,6,20.0,170.9090909090909,70.54545454545455,0,0.0,0.0
Andorra,AND,1996,7,8,24.375,172.4,64.4,0,0.0,0.0
Andorra,AND,1998,5,3,23.857142857142858,170.85714285714286,71.0,0,0.0,0.0
Andorra,AND,2000,5,5,31.0,175.0,69.8,0,0.0,0.0
Andorra,AND,2002,4,3,24.6,175.2,75.0,0,0.0,0.0
Andorra,AND,2004,6,6,29.666666666666668,173.33333333333334,68.5,0,0.0,0.0
Andorra,AND,2006,7,3,24.8,184.3,78.1,0,0.0,0.0
Andorra,AND,2008,5,5,26.6,169.0,61.4,0,0.0,0.0
Andorra,AND,2010,15,6,23.55,176.15,71.45,0,0.0,0.0
Andorra,AND,2012,6,6,32.0,173.4,68.0,0,0.0,0.0
Andorra,AND,2014,10,6,23.5,170.08333333333334,67.75,0,0.0,0.0
Andorra,AND,2016,4,4,26.0,171.5,66.25,0,0.0,0.0
Andromeda,GBR,1964,1,3,25.0,179.0,68.66666666666667,0,0.0,0.0
Angelita,USA,1932,1,12,29.083333333333332,167.0,,12,0.0,0.0
Angelita,USA,1936,1,6,30.5,193.0,80.0,0,12.0,12.0
Angerburg,USA,1936,1,1,19.0,,,0,0.0,0.0
Angola,ANG,1980,14,11,17.352941176470587,171.7058823529412,62.470588235294116,0,0.0,0.0
Angola,ANG,1988,27,24,20.09090909090909,169.19230769230768,61.26923076923077,0,0.0,0.0
Angola,ANG,1992,21,28,23.87878787878788,182.30769230769232,76.76923076923077,0,0.0,0.0
Angola,ANG,1996,8,28,25.466666666666665,180.625,76.79166666666667,0,0.0,0.0
Angola,ANG,2000,7,30,26.8,182.78571428571428,80.53571428571429,0,0.0,0.0
Angola,ANG,2004,5,30,26.7,182.9,81.46666666666667,0,0.0,0.0
Angola,ANG,2008,8,32,27.181818181818183,182.4848484848485,79.0909090909091,0,0.0,0.0
Angola,ANG,2012,10,33,26.428571428571427,174.37142857142857,70.14285714285714,0,0.0,0.0
Angola,ANG,2016,10,26,27.46153846153846,174.5,73.34615384615384,0,0.0,0.0
Anitra,DEN,1936,1,6,30.5,,,0,0.0,0.0
Antares,ARG,1948,1,2,28.5,,,0,0.0,0.0
Antigua and Barbuda,ANT,1976,11,10,23.1875,178.64285714285714,71.64285714285714,0,0.0,0.0
Antigua and Barbuda,ANT,1984,17,14,21.11111111111111,176.53846153846155,64.76923076923077,0,0.0,0.0
Antigua and Barbuda,ANT,1988,19,15,23.32,177.76,65.2,0,0.0,0.0
Antigua and Barbuda,ANT,1992,15,13,25.444444444444443,172.30769230769232,63.69230769230769,0,0.0,0.0
Antigua and Barbuda,ANT,1996,9,13,24.36842105263158,167.54545454545453,63.27272727272727,0,0.0,0.0
Antigua and Barbuda,ANT,2000,4,3,29.5,170.25,69.5,0,0.0,0.0
Antigua and Barbuda,ANT,2004,5,5,20.0,169.0,59.8,0,0.0,0.0
Antigua and Barbuda,ANT,2008,5,5,22.2,176.8,68.4,0,0.0,0.0
Antigua and Barbuda,ANT,2012,4,4,23.0,174.25,68.0,0,0.0,0.0
Antigua and Barbuda,ANT,2016,5,8,22.22222222222222,176.75,71.55555555555556,0,0.0,0.0
Antwerpia V,BEL,1920,1,5,39.75,,,5,0.0,0.0
Antwerpia V,BEL,1924,1,5,36.5,,,0,5.0,5.0
Apache,NOR,1948,1,5,42.6,182.0,,0,0.0,0.0
Aphrodite,USA,1964,1,3,31.333333333333332,182.0,80.33333333333333,3,0.0,0.0
Arcturus,ARG,1952,1,2,32.0,,,0,0.0,0.0
Ardilla,ARG,1960,1,3,39.0,180.33333333333334,84.66666666666667,0,0.0,0.0
Aretusa,ITA,1956,1,3,35.666666666666664,179.0,92.0,0,0.0,0.0
Argentina,ARG,1900,1,1,23.0,,,0,0.0,0.0
Argentina,ARG,1908,1,1,,,,0,0.0,0.0
Argentina,ARG,1920,1,1,,,,0,0.0,0.0
Argentina,ARG,1924,37,72,25.545454545454547,176.5,77.2,10,0.0,0.0
Argentina,ARG,1928,39,76,23.48076923076923,172.6086956521739,68.38888888888889,26,10.0,3.3333333333333335
Argentina,ARG,1932,30,33,26.536585365853657,174.64444444444445,72.38461538461539,4,26.0,12.0
Argentina,ARG,1936,29,40,28.912280701754387,169.73333333333332,65.0,11,4.0,13.333333333333334
Argentina,ARG,1948,103,196,26.59585492227979,177.03030303030303,74.55714285714286,6,11.0,13.666666666666666
Argentina,ARG,1952,80,122,26.255555555555556,172.0487804878049,72.79268292682927,6,6.0,7.0
Argentina,ARG,1956,30,30,27.612903225806452,173.28571428571428,79.4,2,6.0,7.666666666666667
Argentina,ARG,1960,59,90,27.016393442622952,175.38888888888889,73.28703703703704,1,2.0,4.666666666666667
Argentina,ARG,1964,83,109,27.006211180124225,175.45774647887325,74.04195804195804,1,1.0,3.0
Argentina,ARG,1968,65,94,25.62937062937063,175.22222222222223,72.67361111111111,2,1.0,1.3333333333333333
Argentina,ARG,1972,65,94,26.031007751937985,175.49612403100775,73.44186046511628,1,2.0,1.3333333333333333
Argentina,ARG,1976,55,77,23.462809917355372,175.26315789473685,73.92631578947369,0,1.0,1.3333333333333333
Argentina,ARG,1980,8,13,23.24,175.25,68.5,0,0.0,1.0
Argentina,ARG,1984,82,99,23.88157894736842,177.49333333333334,72.62666666666667,0,0.0,0.3333333333333333
Argentina,ARG,1988,69,133,23.54189944134078,178.84615384615384,73.57241379310345,13,0.0,0.0
Argentina,ARG,1992,89,104,23.878980891719745,176.14084507042253,73.18493150684931,2,13.0,4.333333333333333
Argentina,ARG,1994,11,10,19.55,173.1,63.3,0,2.0,5.0
Argentina,ARG,1996,102,179,24.466063348416288,177.92537313432837,75.68248175182482,20,0.0,5.0
Argentina,ARG,1998,6,2,20.666666666666668,172.5,68.33333333333333,0,20.0,7.333333333333333
Argentina,ARG,2000,97,139,24.857142857142858,175.48125,72.109375,20,0.0,6.666666666666667
Argentina,ARG,2002,17,11,22.46153846153846,172.26923076923077,70.73076923076923,0,20.0,13.333333333333334
Argentina,ARG,2004,85,150,27.01142857142857,177.2342857142857,75.15714285714286,49,0.0,6.666666666666667
Argentina,ARG,2006,13,9,23.764705882352942,173.8235294117647,68.6470588235294,0,49.0,23.0
Argentina,ARG,2008,70,132,27.06382978723404,176.70212765957447,74.18439716312056,51,0.0,16.333333333333332
Argentina,ARG,2010,11,7,27.55,172.3,68.3,0,51.0,33.333333333333336
Argentina,ARG,2012,66,137,27.35135135135135,180.04054054054055,78.375,19,0.0,17.0
Argentina,ARG,2014,10,7,26.65,175.11111111111111,71.55555555555556,0,19.0,23.333333333333332
Argentina,ARG,2016,79,213,27.486842105263158,178.5438596491228,75.0657894736842,22,0.0,6.333333333333333
Argentina-1,ARG,1924,1,2,19.0,,,0,0.0,0.0
Argentina-1,ARG,1928,1,5,29.75,182.0,,0,0.0,0.0
Argentina-1,ARG,1964,1,2,33.5,,,0,0.0,0.0
Argentina-1,ARG,2000,1,2,33.5,188.5,88.5,0,0.0,0.0
Argentina-1,ARG,2004,1,2,31.5,182.0,79.0,0,0.0,0.0
Argentina-1,ARG,2008,1,2,27.5,183.5,81.5,0,0.0,0.0
Argentina-1,ARG,2016,1,2,30.0,186.5,83.5,0,0.0,0.0
Argentina-2,ARG,1924,1,2,19.0,,,0,0.0,0.0
Argentina-2,ARG,1928,1,5,27.25,175.0,,0,0.0,0.0
Argentina-2,ARG,1964,1,2,29.0,,,0,0.0,0.0
Argentina-2,ARG,2000,1,2,28.0,192.0,89.0,0,0.0,0.0
Argentina-2,ARG,2004,1,2,25.0,186.0,76.0,0,0.0,0.0
Argentina-2,ARG,2008,1,2,28.0,182.5,82.0,0,0.0,0.0
Argentina-2,ARG,2016,1,2,26.5,184.0,85.0,0,0.0,0.0
Argeste,ITA,1964,1,3,38.666666666666664,177.66666666666666,87.0,0,0.0,0.0
Argo II,CAN,1960,1,3,44.333333333333336,171.33333333333334,67.66666666666667,0,0.0,0.0
Argonaut Rowing Club,CAN,1908,2,6,22.666666666666668,185.0,75.0,6,0.0,0.0
Argus,POR,1948,1,4,36.0,,,0,0.0,0.0
Ariel,CAN,1948,1,2,29.0,,,0,0.0,0.0
Ariette-10,FRA,1900,1,1,62.0,,,0,0.0,0.0
Ariette-8,FRA,1900,1,1,62.0,,,0,0.0,0.0
Armenia,ARM,1994,1,2,28.0,183.0,85.0,0,0.0,0.0
Armenia,ARM,1996,36,32,24.0,169.0,71.81428571428572,2,0.0,0.0
Armenia,ARM,1998,5,7,22.857142857142858,170.2,74.5,0,2.0,1.0
Armenia,ARM,2000,26,25,25.615384615384617,174.23076923076923,75.3076923076923,1,0.0,0.6666666666666666
Armenia,ARM,2002,15,9,25.0,170.58823529411765,62.214285714285715,0,1.0,1.0
Armenia,ARM,2004,19,18,26.736842105263158,173.8421052631579,79.26315789473684,0,0.0,0.3333333333333333
Armenia,ARM,2006,5,5,21.666666666666668,168.0,71.33333333333333,0,0.0,0.3333333333333333
Armenia,ARM,2008,24,25,24.923076923076923,173.72,74.53846153846153,6,0.0,0.0
Armenia,ARM,2010,6,4,20.5,170.66666666666666,69.0,0,6.0,2.0
Armenia,ARM,2012,30,24,24.93548387096774,173.32258064516128,73.16129032258064,3,0.0,2.0
Armenia,ARM,2014,5,4,23.0,175.83333333333334,70.33333333333333,0,3.0,3.0
Armenia,ARM,2016,32,31,24.529411764705884,170.3235294117647,73.6470588235294,4,0.0,1.0
Aruba,ARU,1988,10,8,27.833333333333332,171.0,68.16666666666667,0,0.0,0.0
Aruba,ARU,1992,4,5,28.0,171.25,67.25,0,0.0,0.0
Aruba,ARU,1996,3,3,23.333333333333332,175.33333333333334,79.33333333333333,0,0.0,0.0
Aruba,ARU,2000,5,5,19.6,170.2,61.6,0,0.0,0.0
Aruba,ARU,2004,4,4,22.0,175.75,74.0,0,0.0,0.0
Aruba,ARU,2008,2,2,25.5,186.5,80.5,0,0.0,0.0
Aruba,ARU,2012,4,4,23.75,173.0,87.0,0,0.0,0.0
Aruba,ARU,2016,6,7,24.0,174.28571428571428,68.71428571428571,0,0.0,0.0
Aschenbrodel,GER,1900,3,5,44.0,,,8,0.0,0.0
Astrid III,FRA,1960,1,3,45.666666666666664,173.66666666666666,72.66666666666667,0,0.0,0.0
Atalanta Boat Club-1,USA,1904,1,2,25.0,,,2,0.0,0.0
Atalanta Boat Club-2,USA,1904,1,2,25.0,,,2,0.0,0.0
Athens-2,GRE,1906,1,11,,,,0,0.0,0.0
Atlanta,NOR,1920,1,9,39.22222222222222,170.5,,9,0.0,0.0
Augsburg,ITA,1936,1,1,29.0,,,0,0.0,0.0
Ausonia,ITA,1948,1,3,40.666666666666664,,,0,0.0,0.0
Australasia,ANZ,1908,20,30,23.74418604651163,175.45454545454547,67.0,19,0.0,0.0
Australasia,ANZ,1912,16,16,24.275862068965516,179.0,75.5,10,19.0,19.0
Australia,AUS,1896,4,1,22.0,,,2,0.0,0.0
Australia,AUS,1900,5,2,21.8,178.0,71.0,5,2.0,2.0
Australia,AUS,1904,6,2,23.0,,,4,5.0,3.5
Australia,AUS,1906,9,4,24.5,172.2,62.0,3,4.0,3.6666666666666665
Australia,AUS,1920,19,13,24.636363636363637,175.73333333333332,68.0,7,3.0,4.0
Australia,AUS,1924,32,37,26.163636363636364,177.3181818181818,68.73333333333333,11,7.0,4.666666666666667
Australia,AUS,1928,26,18,21.285714285714285,176.375,74.5,4,11.0,7.0
Australia,AUS,1932,17,13,27.647058823529413,175.28571428571428,81.8,5,4.0,7.333333333333333
Australia,AUS,1936,29,33,23.29268292682927,174.0,70.66666666666667,1,5.0,6.666666666666667
Australia,AUS,1948,51,73,24.74736842105263,179.83333333333334,72.63888888888889,16,1.0,3.3333333333333335
Australia,AUS,1952,75,85,23.96078431372549,179.13888888888889,71.25,20,16.0,7.333333333333333
Australia,AUS,1956,150,296,24.384393063583815,176.45384615384614,70.04296875,62,20.0,12.333333333333334
Australia,AUS,1960,132,209,24.01948051948052,174.9010989010989,69.64232209737828,46,62.0,32.666666666666664
Australia,AUS,1964,135,238,24.143939393939394,174.34513274336283,69.87905604719764,41,46.0,42.666666666666664
Australia,AUS,1968,112,131,23.060606060606062,175.15652173913043,69.94782608695652,51,41.0,49.666666666666664
Australia,AUS,1972,117,172,23.212230215827336,176.08303249097472,71.41666666666667,20,51.0,46.0
Australia,AUS,1976,128,188,23.855670103092784,177.08646616541353,71.38721804511279,23,20.0,37.333333333333336
Australia,AUS,1980,105,129,22.502392344497608,178.4234693877551,73.4795918367347,13,23.0,31.333333333333332
Australia,AUS,1984,152,252,23.871148459383754,177.5926966292135,72.73714285714286,52,13.0,18.666666666666668
Australia,AUS,1988,164,270,24.85135135135135,177.73563218390805,73.07471264367815,35,52.0,29.333333333333332
Australia,AUS,1992,177,301,23.85614849187935,177.93103448275863,73.7556270096463,57,35.0,33.333333333333336
Australia,AUS,1994,26,25,24.617021276595743,175.5,75.5952380952381,4,57.0,48.0
Australia,AUS,1996,210,412,24.824723247232473,175.8515037593985,71.78277153558052,130,4.0,32.0
Australia,AUS,1998,22,23,27.323529411764707,173.6764705882353,73.76470588235294,1,130.0,63.666666666666664
Australia,AUS,2000,265,603,25.77952755905512,177.05,73.02565789473684,181,1.0,45.0
Australia,AUS,2002,20,25,24.682926829268293,171.02439024390245,71.85365853658537,2,181.0,104.0
Australia,AUS,2004,215,460,25.77094017094017,177.43076923076924,73.48974358974358,157,2.0,61.333333333333336
Australia,AUS,2006,31,40,25.711111111111112,173.93333333333334,71.73333333333333,2,157.0,113.33333333333333
Australia,AUS,2008,216,429,25.99463327370304,176.9695885509839,72.47227191413238,149,2.0,53.666666666666664
Australia,AUS,2010,31,35,25.568181818181817,172.27272727272728,68.70454545454545,3,149.0,102.66666666666667
Australia,AUS,2012,206,398,26.225296442687746,178.36363636363637,73.42592592592592,114,3.0,51.333333333333336
Australia,AUS,2014,47,60,23.86904761904762,173.71428571428572,70.07317073170732,3,114.0,88.66666666666667
Australia,AUS,2016,192,414,26.54313725490196,178.614931237721,73.17063492063492,82,3.0,40.0
Australia-1,AUS,1988,1,2,22.0,,,0,0.0,0.0
Australia-1,AUS,1996,2,4,26.5,177.75,69.5,2,0.0,0.0
Australia-1,AUS,2000,6,12,24.916666666666668,175.75,69.16666666666667,2,2.0,1.0
Australia-1,AUS,2004,4,8,27.0,182.375,75.75,0,2.0,1.3333333333333333
Australia-1,AUS,2008,2,4,27.75,183.25,73.25,0,0.0,1.3333333333333333
Australia-1,AUS,2010,1,3,27.333333333333332,183.0,101.0,0,0.0,0.6666666666666666
Australia-1,AUS,2012,2,4,27.25,176.25,66.5,0,0.0,0.0
Australia-1,AUS,2016,2,4,28.0,177.0,67.25,0,0.0,0.0
Australia-2,AUS,1988,1,2,23.0,,,0,0.0,0.0
Australia-2,AUS,1996,2,4,27.25,178.0,77.0,0,0.0,0.0
Australia-2,AUS,2000,6,12,26.916666666666668,174.41666666666666,67.91666666666667,0,0.0,0.0
Australia-2,AUS,2004,4,8,28.5,180.125,77.5,0,0.0,0.0
Australia-2,AUS,2008,2,4,27.0,178.5,75.0,0,0.0,0.0
Australia-2,AUS,2010,1,2,36.0,184.0,101.5,0,0.0,0.0
Australia-2,AUS,2012,2,4,31.0,179.0,71.25,0,0.0,0.0
Australia-2,AUS,2016,2,4,26.25,175.25,65.0,0,0.0,0.0
Australia-3,AUS,2000,1,2,31.5,178.5,69.5,0,0.0,0.0
Australia/Great Britain,AUS,1896,1,1,22.0,,,1,0.0,0.0
Australia/Great Britain,GBR,1896,1,1,23.0,,,1,1.0,1.0
Austria,AUT,1896,8,3,21.75,,,5,0.0,0.0
Austria,AUT,1900,16,15,24.5,176.5,,6,5.0,5.0
Austria,AUT,1904,6,2,26.0,169.5,,3,6.0,5.5
Austria,AUT,1906,46,31,26.5,179.85714285714286,114.0,9,3.0,4.666666666666667
Austria,AUT,1908,10,7,23.0,180.0,72.0,1,9.0,6.0
Austria,AUT,1912,45,80,25.833333333333332,181.14285714285714,75.71428571428571,14,1.0,4.333333333333333
Austria,AUT,1924,30,53,28.470588235294116,178.0,76.33333333333333,8,14.0,8.0
Austria,AUT,1928,50,98,33.80508474576271,173.1818181818182,83.14285714285714,7,8.0,7.666666666666667
Austria,AUT,1932,20,26,33.57142857142857,173.66666666666666,,7,7.0,9.666666666666666
Austria,AUT,1936,116,276,30.14039408866995,173.72727272727272,69.64583333333333,58,7.0,7.333333333333333
Austria,AUT,1948,97,195,31.623376623376622,175.53846153846155,73.03571428571429,16,58.0,24.0
Austria,AUT,1952,87,140,25.107382550335572,172.43478260869566,72.35,11,16.0,27.0
Austria,AUT,1956,53,81,26.598425196850393,173.11764705882354,70.87096774193549,14,11.0,28.333333333333332
Austria,AUT,1960,93,122,25.15929203539823,171.45255474452554,68.3623188405797,9,14.0,13.666666666666666
Austria,AUT,1964,78,122,24.5,175.8125,73.56299212598425,9,9.0,11.333333333333334
Austria,AUT,1968,62,108,25.258064516129032,175.68,72.77333333333333,14,9.0,10.666666666666666
Austria,AUT,1972,86,142,25.753846153846155,176.31958762886597,72.83762886597938,8,14.0,10.666666666666666
Austria,AUT,1976,73,126,24.686046511627907,177.00787401574803,73.87795275590551,6,8.0,10.333333333333334
Austria,AUT,1980,66,114,23.809859154929576,176.77697841726618,72.26978417266187,11,6.0,9.333333333333334
Austria,AUT,1984,96,156,24.484018264840184,177.93301435406698,73.73333333333333,4,11.0,8.333333333333334
Austria,AUT,1988,99,143,24.918454935622318,179.4205128205128,75.33333333333333,13,4.0,7.0
Austria,AUT,1992,104,152,25.61864406779661,178.09345794392524,72.92523364485982,31,13.0,9.333333333333334
Austria,AUT,1994,36,71,25.43220338983051,178.4655172413793,74.21551724137932,12,31.0,16.0
Austria,AUT,1996,52,70,27.420454545454547,179.4431818181818,72.97727272727273,3,12.0,18.666666666666668
Austria,AUT,1998,47,88,26.226027397260275,177.5068493150685,75.02777777777777,20,3.0,15.333333333333334
Austria,AUT,2000,68,92,26.30701754385965,179.46491228070175,72.35964912280701,4,20.0,11.666666666666666
Austria,AUT,2002,39,86,27.77777777777778,178.73611111111111,76.88194444444444,20,4.0,9.0
Austria,AUT,2004,55,70,28.40909090909091,178.92045454545453,72.23863636363636,8,20.0,14.666666666666666
Austria,AUT,2006,40,68,27.588709677419356,178.00806451612902,73.69354838709677,28,8.0,10.666666666666666
Austria,AUT,2008,61,66,27.280898876404493,177.25842696629215,69.40449438202248,3,28.0,18.666666666666668
Austria,AUT,2010,41,70,27.274193548387096,176.6048387096774,72.5725806451613,24,3.0,13.0
Austria,AUT,2012,69,70,28.2,176.67777777777778,69.5,0,24.0,18.333333333333332
Austria,AUT,2014,69,124,26.91866028708134,177.17224880382776,73.73205741626795,25,0.0,9.0
Austria,AUT,2016,60,67,27.19753086419753,176.30864197530863,69.65432098765432,2,25.0,16.333333333333332
Austria-1,AUT,1900,1,2,,,,0,0.0,0.0
Austria-1,AUT,1928,2,8,25.666666666666668,173.0,,2,0.0,0.0
Austria-1,AUT,1936,3,8,29.5,,,2,2.0,1.0
Austria-1,AUT,1948,1,2,29.5,,,0,2.0,1.3333333333333333
Austria-1,AUT,1952,2,4,33.5,180.0,90.0,0,0.0,1.3333333333333333
Austria-1,AUT,1956,3,7,29.375,178.66666666666666,86.66666666666667,2,0.0,0.6666666666666666
Austria-1,AUT,1964,4,8,24.2,179.375,87.375,6,2.0,0.6666666666666666
Austria-1,AUT,1968,3,6,28.0,177.375,82.5,6,6.0,2.6666666666666665
Austria-1,AUT,1972,3,6,27.25,180.0,81.375,0,6.0,4.666666666666667
Austria-1,AUT,1976,3,8,26.25,182.16666666666666,85.5,2,0.0,4.0
Austria-1,AUT,1980,3,8,27.25,179.28571428571428,79.85714285714286,2,2.0,2.6666666666666665
Austria-1,AUT,1984,3,6,29.5,182.2,91.4,0,2.0,1.3333333333333333
Austria-1,AUT,1988,3,8,28.125,185.0,83.0,0,0.0,1.3333333333333333
Austria-1,AUT,1992,2,6,28.333333333333332,187.66666666666666,92.16666666666667,4,0.0,0.6666666666666666
Austria-1,AUT,1994,2,5,29.0,183.0,87.83333333333333,0,4.0,1.3333333333333333
Austria-1,AUT,1996,1,2,34.0,167.0,66.5,0,0.0,1.3333333333333333
Austria-1,AUT,1998,1,4,31.0,182.25,94.75,0,0.0,1.3333333333333333
Austria-1,AUT,2002,1,2,27.0,188.5,81.0,0,0.0,0.0
Austria-1,AUT,2004,1,2,26.5,197.5,93.0,0,0.0,0.0
Austria-1,AUT,2006,2,4,29.0,182.5,87.5,2,0.0,0.0
Austria-1,AUT,2008,1,2,26.0,191.0,89.5,0,2.0,0.6666666666666666
Austria-1,AUT,2010,2,4,31.25,183.75,91.5,2,0.0,0.6666666666666666
